Query,Output
Search for work items related to 'Client-ABC' and list all tasks owned by user 'User-XYZ'.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""Client-ABC""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""User-XYZ""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         }
      ]
   }
]"
Get the ID of the current sprint and add all issues with severity 'low' to that sprint.,"[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""issue""]
         },
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": ""low""
         }
      ]
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Summarize objects after searching for 'ProjectDelta' and listing issues associated with it.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""ProjectDelta""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""issue""]
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
List all tasks and issues with severity 'medium' and source channel 'email'.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task"", ""issue""]
         },
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": ""medium""
         },
         {
            ""argument_name"": ""ticket.source_channel"",
            ""argument_value"": [""email""]
         }
      ]
   }
]"
Search for work items related to 'Client-XYZ' and prioritize P2 issues.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""Client-XYZ""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p2""
         }
      ]
   },
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Search for work items related to 'ProjectGamma' and list all issues with severity 'high'.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""ProjectGamma""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""issue""]
         },
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": ""high""
         }
      ]
   }
]"
List all tasks with priority 'p0' and source channel 'slack'.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p0""
         },
         {
            ""argument_name"": ""ticket.source_channel"",
            ""argument_value"": [""slack""]
         }
      ]
   }
]"
Get the ID of the current sprint and add all issues with severity 'high' to that sprint.,"[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""issue""]
         },
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": ""high""
         }
      ]
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Search for work items related to 'Customer-789' and list all tasks owned by user 'User-456'.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""Customer-789""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""User-456""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         }
      ]
   }
]"
Summarize issues similar to 'ENH-789' and create actionable tasks from the summary.,"[
   {
      ""tool_name"": ""get_similar_work_item"",
      ""arguments"": [
         {
            ""argument_name"": ""work_id"",
            ""argument_value"": ""ENH-789""
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   },
   {
      ""tool_name"": ""create_actionable_tasks_from_text"",
      ""arguments"": [
         {
            ""argument_name"": ""text"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
List all tasks with priority 'p1' and source channel 'web'.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p1""
         },
         {
            ""argument_name"": ""ticket.source_channel"",
            ""argument_value"": [""web""]
         }
      ]
   }
]"
Get the ID of the current sprint and add all issues with severity 'high' and 'low' to that sprint.,"[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""issue""]
         },
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": [""high"", ""low""]
         }
      ]
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Search for work items related to 'ProjectTheta' and prioritize P1 issues.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""ProjectTheta""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p1""
         }
      ]
   },
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
List all work items owned by 'User-789' and summarize them.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""User-789""
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
Search for work items related to 'Project-Alpha' and prioritize P1 issues.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""Project-Alpha""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p1""
         }
      ]
   },
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Summarize tasks with priority 'p2' and owned by 'User-123'.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p2""
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""User-123""
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
Get the ID of the current sprint and add all tasks owned by 'User-456' to that sprint.,"[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""User-456""
         }
      ]
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[1]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
List all issues with priority 'p3' and summarize them.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""issue""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p3""
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
Search for work items related to 'Client-456' and prioritize P2 tasks.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""Client-456""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p2""
         }
      ]
   },
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Get the ID of the current sprint and add all issues with severity 'low' to that sprint.,"[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""issue""]
         },
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": ""low""
         }
      ]
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Search for work items related to 'Project-Gamma' and list all tasks with priority 'p1'.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""Project-Gamma""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p1""
         }
      ]
   }
]"
Summarize objects after searching for 'Customer-789' and listing tasks associated with it.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""Customer-789""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Get the ID of the current sprint and add all tasks with priority 'p3' to that sprint.,"[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p3""
         }
      ]
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Search for work items related to 'Project-Delta' and prioritize P2 issues.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""Project-Delta""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p2""
         }
      ]
   },
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Summarize tasks with priority 'p1' and owned by 'User-789'.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p1""
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""User-789""
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
Get the ID of the current sprint and add all issues with severity 'medium' to that sprint.,"[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""issue""]
         },
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": ""medium""
         }
      ]
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Search for work items related to 'Client-789' and list all tasks with priority 'p2'.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""Client-789""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p2""
         }
      ]
   }
]"
Get the ID of the current sprint and add all tasks with priority 'p1' to that sprint.,"[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p1""
         }
      ]
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
List all tasks created by 'User-789' and summarize them.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""created_by"",
            ""argument_value"": [""User-789""]
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
Search for work items related to 'Project-Beta' and prioritize P3 issues.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""Project-Beta""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p3""
         }
      ]
   },
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Summarize issues with severity 'high' and owned by 'User-123'.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""issue""]
         },
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": ""high""
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""User-123""
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
Get the ID of the current sprint and add all tasks owned by 'User-456' to that sprint.,"[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""User-456""
         }
      ]
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[1]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
List all issues with priority 'p2' and summarize them.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""issue""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p2""
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
Search for work items related to 'Client-456' and prioritize P1 tasks.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""Client-456""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p1""
         }
      ]
   },
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]
"
Get the ID of the current sprint and add all issues with severity 'low' to that sprint.,"[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""issue""]
         },
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": ""low""
         }
      ]
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Search for work items related to 'Project-Gamma' and list all tasks with priority 'p1'.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""Project-Gamma""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p1""
         }
      ]
   }
]"
Get the ID of the current sprint and add all tasks with priority 'p3' to that sprint.,"[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p3""
         }
      ]
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Search for work items related to 'Project-Delta' and prioritize P2 issues.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""Project-Delta""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p2""
         }
      ]
   },
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Summarize tasks with priority 'p1' and owned by 'User-789'.,"[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p1""
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""User-789""
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
Get the ID of the current sprint and add all issues with severity 'medium' to that sprint.,"[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""issue""]
         },
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": ""medium""
         }
      ]
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Search for work items related to 'Client-789' and list all tasks with priority 'p2'.,"[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""Client-789""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": ""p2""
         }
      ]
   }
]"
"Find all work items owned by user ""DEVU-456"" with priority ""p1"" and summarize them.","[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": [""DEVU-456""]
         },
         {
            ""argument_name"": ""issue.priority"",
            ""argument_value"": [""p1""]
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
"List all tickets associated with Rev organization ""REV-456"" and owned by user ""DEVU-789""","[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""ticket.rev_org"",
            ""argument_value"": [""REV-456""]
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": [""DEVU-789""]
         }
      ]
   }
]"
"Search for an object with the query ""ImportantPart"" and create actionable tasks from the text.","[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""ImportantPart""
         }
      ]
   },
   {
      ""tool_name"": ""create_actionable_tasks_from_text"",
      ""arguments"": [
         {
            ""argument_name"": ""text"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
Get the current user's ID and return the ID of the current sprint.,"[
   {
      ""tool_name"": ""who_am_i"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   }
]"
"Find all work items in the triage stage under part ""PROD-456"" and prioritize them.","[
   {
      ""tool_name"": ""who_am_i"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""stage.name"",
            ""argument_value"": [""triage""]
         },
         {
            ""argument_name"": ""applies_to_part"",
            ""argument_value"": [""PROD-456""]
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   },
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
"Search for objects related to ""ImportantCustomer,"" list all tasks associated with them, and summarize the tasks.","[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""ImportantCustomer""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""applies_to_part"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
Prioritize all work items in the current sprint and add them to a new sprint.,"[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   },
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   },
   {
      ""tool_name"": ""add_work_items_to_sprint"",
      ""arguments"": [
         {
            ""argument_name"": ""work_ids"",
            ""argument_value"": ""$$PREV[2]""
         },
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
"Summarize all objects returned from a search for ""CriticalPart.""","[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""CriticalPart""
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
"Find work items owned by users ""DEVU-123"" and ""DEVU-456"" that need a response.","[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": [""DEVU-123"", ""DEVU-456""]
         },
         {
            ""argument_name"": ""ticket.needs_response"",
            ""argument_value"": []
         }
      ]
   }
]"
